publication_id,study_id,es_id,reference,title,year,location,domain,intervention_category,intervention_technique,type_experiment,population,n_study,n_comparison,n_control,n_intervention,binary_outcome,mean_control,sd_control,mean_intervention,sd_intervention,cohens_d,variance_d,approximation
79,113,132,Dos Santos et al. (2019),Impact of nudging intervention and factors associated with vegetable dish choice among European adolescents,2019,0,food,assistance,reminder,framed_field,0,81,81,39,42,1,0.1026,NA,0.1905,NA,0.2512091,0.04984009,0
181,316,418,Mertens et al. (2020),"This way, please: Uncovering the directional effects of attribute translations on decision making",2020,0,environment,information,translation,artefactual_field,1,345,164,79,85,1,0.4976636,NA,0.6220044,NA,0.2511703,0.02461527,0
165,232,262,Munoz et al. (2017),The impact of phone calls on follow-up rates in an online depression prevention study,2017,1,health,assistance,reminder,artefactual_field,1,63,63,34,29,1,0.5098,NA,0.6321333,NA,0.2478422,0.06438203,0
95,132,151,Hershfield et al. (2014),National differences in environmental concern and performance are predicted by country age,2014,1,environment,information,translation,artefactual_field,1,308,308,157,151,0,9.84,12.72,13.13,13.83,0.2478,0.0131,0
19,22,32,Chen et al. (2016),Beware of popular kids bearing gifts: A framed field experiment,2016,0,pro-social,structure,consequence,artefactual_field,0,231,231,140,91,0,1.19,1.14,1.46,1.01,0.2475,0.0183,0
67,95,113,Faralla et al. (2017),Framing effects in intertemporal choice: A nudge experiment,2017,0,finance,information,translation,conventional_lab,1,68,68,34,34,1,0.26,NA,0.16,NA,0.2471079,0.05927252,1
113,156,177,Chapman et al. (2010),Opting in vs opting out of influenza vaccination,2010,1,health,structure,default,natural_field,1,478,478,239,239,1,0.33,NA,0.45,NA,0.2467495,0.008431888,0
204,286,324,Goswami & Urminsky (2016),When should the ask be a nudge? The effect of default amounts on charitable donations,2016,1,pro-social,structure,default,artefactual_field,1,453,453,186,267,1,0.09946236,NA,0.1835206,NA,0.2437204,0.009187225,0
31,44,54,Van Dalen & Henkens (2014),Comparing the effects of defaults on organ donation systems,2014,0,pro-social,structure,default,artefactual_field,1,1507,979,466,513,1,0.5,NA,0.62,NA,0.2423659,0.004125241,0
22,27,37,Arana & Leon (2012),Can defaults save the climate? Evidence from a field experiment on carbon offsetting programs,2012,0,environment,structure,default,natural_field,1,1680,1680,856,824,1,0.45,NA,0.57,NA,0.2406288,0.002399049,0
45,64,352,Soon et al. (2018),Effect of two behavioural 'nudging' interventions on management decisions for low back pain: A randomised vignette-based study in general practitioners,2018,0,health,structure,composition,artefactual_field,1,120,59,30,29,1,0.425,NA,NA,NA,0.239228,0.06830109,0
89,304,381,Wansink et al. (2017),Larger partitions lead to larger sales: Divided grocery carts alter purchase norms and increase sales,2017,0,food,structure,composition,framed_field,1,83,57,26,31,0,8.77,4.39,9.92,5.22,0.2366,0.0712,0
65,91,109,Carroll et al. (2018),Food bundling as a health nudge: Investigating consumer fruit and vegetable selection using behavioral economics,2018,1,food,structure,composition,artefactual_field,1,122,122,61,61,0,48.64,21.77,54.5,27.58,0.2359,0.033,1
159,224,253,Banks et al. (1995),The effects of message framing on mammography utilization,1995,1,health,information,translation,framed_field,1,133,133,68,65,1,0.338,NA,0.453,NA,0.2358155,0.03029955,0
46,65,77,BETA (2017),Effective use of SMS: Improving government confirmation processes,2017,0,other,information,visibility,natural_field,1,2852,2852,1437,1415,1,0.419,NA,0.306,NA,0.2357435,0.001412351,0
145,207,234,Sass et al. (2017),Test-takers' eye movements: Effects of integration aids and types of graphical representations,2017,0,other,structure,effort,artefactual_field,0,60,60,30,30,0,0.473,0.247,0.413,0.267,0.2336,0.0671,1
1,1,1,Zikmund-Fisher et al. (2011),"""I'll do what they did"": Social norm information and cancer treatment decisions.",2011,1,health,information,social_reference,artefactual_field,1,1119,746,373,373,1,0.454,NA,0.34,NA,0.2335992,0.005398504,1
195,270,427,Van Bavel et al. (2019),Using protection motivation theory in the design of nudges to improve online security behavior,2019,0,other,assistance,reminder,artefactual_field,1,2024,1011,507,504,0,34.41,13.33,31.44,12.32,0.2314,0.004,0
119,169,190,Ruback et al. (2014),Paying restitution: Experimental analysis of the effects of information and rationale,2014,1,finance,information,visibility,natural_field,1,397,397,219,178,0,247.647,797.884,651.844,2465.438,0.2305,0.0103,0
200,280,317,Capraro et al. (2018),What's the right thing to do? Increasing pro-sociality with simple moral nudges,2018,1,pro-social,assistance,reminder,artefactual_field,1,900,900,450,450,0,16.6,NA,26.1,NA,0.2201,0.0045,1
128,180,204,D'Adda et al. (2017),"Push, don't nudge: Behavioral spillovers and policy instruments",2017,1,pro-social,information,social_reference,artefactual_field,1,445,283,130,153,0,5.338,5.361,6.458,5.018,0.2163,0.0143,0
30,36,46,Basu & Savani (2017),Choosing one at a time? Presenting options simultaneously helps people make more optimal decisions than presenting options sequentially,2017,1,finance,structure,composition,artefactual_field,1,472,472,236,236,0,54.87,28.84,61.34,31.42,0.2145,0.0085,1
37,52,63,Maas et al. (2011),Do distant foods decrease intake? The effect of food accessibility on consumption,2011,0,food,structure,effort,conventional_lab,1,54,36,19,17,0,12.53,11.49,9.53,16.5,0.2132,0.1121,0
174,244,276,Kesternich et al. (2019),The power of active choice: Field experimental evidence on repeated contribution decisions to a carbon offsetting program,2019,0,environment,structure,default,natural_field,1,9733,9733,4838,4895,1,0.177,NA,0.265,NA,0.2130418,0.000413319,0
53,74,358,Niven et al. (2019),Effects of health star labelling on the healthiness of adults' fast food meal selections: An experimental study,2019,0,food,information,visibility,artefactual_field,1,1007,503,252,251,0,3.68,3.887635,2.88,3.637419,0.2125,0.008,0
164,231,412,Theotokis & Manganari (2015),The impact of choice architecture on consumer behavior: The role of guilt,2015,0,environment,structure,default,conventional_lab,1,107,71,35,36,1,0.7,NA,0.79,NA,0.2072118,0.05665158,1
1,296,8,Zikmund-Fisher et al. (2011),"""I'll do what they did"": Social norm information and cancer treatment decisions.",2011,1,health,information,social_reference,artefactual_field,1,1077,718,359,359,1,0.266,NA,0.359,NA,0.2011482,0.005599207,1
101,140,386,Sharif & Shu (2021),Nudging persistence after failure through emergency reserves,2021,1,other,structure,consequence,artefactual_field,1,797,797,392,405,0,1.51,1.22,1.76,1.34,0.1949,0.005,0
92,128,147,Camilleri & Larrick (2014),Metric and scale design as choice architecture tools,2014,1,environment,information,translation,artefactual_field,1,484,322,161,161,1,0.473,NA,0.57,NA,0.1944877,0.0124811,1
170,240,271,Libotte et al. (2014),The influence of plate size on meal composition. Literature review and experiment,2014,0,food,structure,default,conventional_lab,1,83,83,42,41,0,3644,1376,3940,1665,0.194,0.0484,0
37,52,350,Maas et al. (2011),Do distant foods decrease intake? The effect of food accessibility on consumption,2011,0,food,structure,effort,conventional_lab,1,54,37,19,18,0,12.53,11.49,9.94,16.09,0.1861,0.1087,0
67,94,112,Faralla et al. (2017),Framing effects in intertemporal choice: A nudge experiment,2017,0,finance,information,translation,conventional_lab,1,241,241,121,120,1,0.43,NA,0.34,NA,0.1852681,0.01666901,1
61,87,364,Roberto et al. (2010),Evaluating the impact of menu labeling on food choices and intake,2010,1,food,information,visibility,artefactual_field,1,295,191,95,96,0,1458.92,724.62,1334.72,620.65,0.1842,0.021,0
3,5,11,Putnam-Farr & Riis (2016),"""Yes/no/not right now"": Yes/no response formats can increase response rates even in non-forced-choice settings",2016,1,health,structure,default,natural_field,1,14939,14939,6377,8562,1,0.032,NA,0.072,NA,0.1836072,0.000274737,0
92,127,383,Camilleri & Larrick (2014),Metric and scale design as choice architecture tools,2014,1,environment,information,translation,artefactual_field,1,424,283,142,141,1,0.672,NA,0.751,NA,0.1747361,0.0141884,1
67,93,111,Faralla et al. (2017),Framing effects in intertemporal choice: A nudge experiment,2017,0,finance,information,translation,conventional_lab,1,135,135,68,67,1,0.24,NA,0.17,NA,0.1739678,0.02974335,1
101,141,162,Sharif & Shu (2021),Nudging persistence after failure through emergency reserves,2021,1,other,structure,consequence,artefactual_field,1,600,600,302,298,1,0.652,NA,0.732,NA,0.1736168,0.006692082,0
151,214,241,Gomez et al. (2016),The attraction effect in mid-involvement categories: An experimental economics approach,2016,0,other,structure,composition,conventional_lab,1,100,100,50,50,1,0.5354331,NA,0.6206897,NA,0.1728613,0.04014941,0
103,144,165,Pugatch & Wilson (2018),Nudging study habits: A field experiment on peer tutoring in higher education,2018,1,other,assistance,reminder,natural_field,1,639,639,327,312,1,0.29,NA,0.37,NA,0.1704231,0.006285958,0
1,1,2,Zikmund-Fisher et al. (2011),"""I'll do what they did"": Social norm information and cancer treatment decisions.",2011,1,health,information,social_reference,artefactual_field,1,1119,746,373,373,1,0.454,NA,0.539,NA,0.1702096,0.005381348,1
144,206,233,Veldwijk et al. (2016),Survival or mortality: Does risk attribute framing influence decision-making behavior in a discrete choice experiment?,2016,0,health,information,translation,artefactual_field,1,1045,1045,513,532,1,0.049,NA,0.092,NA,0.1699228,0.003842832,0
215,345,460,Chou & Murnighan (2013),Life or death decisions: Framing the call for help,2013,1,pro-social,information,translation,conventional_lab,1,182,182,91,91,1,0.521,NA,0.602,NA,0.1634298,0.0220514,1
38,53,64,Hedlin & Sunstein (2016),Does active choosing promote green energy use? Experimental evidence,2016,1,environment,structure,default,artefactual_field,1,1037,1037,692,345,1,0.69,NA,0.76,NA,0.1570547,0.005806572,1
202,282,320,Saulais et al. (2016),"When are ""Dish of the Day"" nudges most effective to increase vegetable selection?",2016,0,food,assistance,reminder,framed_field,1,173,116,61,55,1,0.656,NA,0.727,NA,0.1539522,0.03467742,0
16,19,29,Lofgren et al. (2012),Are experienced people affected by a pre-set default option: Results from a field experiment,2012,0,environment,structure,default,natural_field,1,240,160,80,80,1,0.393,NA,0.468,NA,0.1516242,0.02507184,1
143,205,232,Castleman & Page (2015),Summer nudging: Can personalized text messages and peer mentor outreach increase college going among low-income high school graduates?,2015,1,other,assistance,reminder,natural_field,1,746,746,373,373,1,0.628,NA,0.699,NA,0.1504537,0.005377102,1
204,290,328,Goswami & Urminsky (2016),When should the ask be a nudge? The effect of default amounts on charitable donations,2016,1,pro-social,structure,default,artefactual_field,1,1411,1411,201,1210,1,0.1032338,NA,0.1528926,NA,0.1492635,0.005809466,0
3,4,10,Putnam-Farr & Riis (2016),"""Yes/no/not right now"": Yes/no response formats can increase response rates even in non-forced-choice settings",2016,1,health,structure,default,natural_field,1,24863,15987,8227,7760,1,0.087,NA,0.133,NA,0.1477809,0.0002511,0
62,88,103,Tasoff & Letzler (2014),Everyone believes in redemption: Nudges and overoptimism in costly task completion,2014,1,finance,assistance,reminder,conventional_lab,1,310,197,139,58,1,0.31,NA,0.38,NA,0.1474304,0.02449079,0
204,285,433,Goswami & Urminsky (2016),When should the ask be a nudge? The effect of default amounts on charitable donations,2016,1,pro-social,structure,default,conventional_lab,1,105,70,35,35,1,0.03,NA,0.06,NA,0.1467681,0.05729672,1
200,279,316,Capraro et al. (2018),What's the right thing to do? Increasing pro-sociality with simple moral nudges,2018,1,pro-social,assistance,reminder,artefactual_field,1,900,900,450,450,0,11.7,NA,17.9,NA,0.1458,0.0045,1
58,82,95,Keller et al. (2011),Enhanced active choice: A new method to motivate behavior change,2011,1,health,structure,default,artefactual_field,1,110,56,28,28,1,0.45,NA,0.52,NA,0.1401781,0.07160402,1
58,82,96,Keller et al. (2011),Enhanced active choice: A new method to motivate behavior change,2011,1,health,structure,default,artefactual_field,1,110,55,28,27,1,0.45,NA,0.52,NA,0.1401781,0.07292996,1
181,254,416,Mertens et al. (2020),"This way, please: Uncovering the directional effects of attribute translations on decision making",2020,0,environment,information,translation,artefactual_field,1,356,188,104,84,1,0.5053667,NA,0.572697,NA,0.1351776,0.02156874,0
204,287,325,Goswami & Urminsky (2016),When should the ask be a nudge? The effect of default amounts on charitable donations,2016,1,pro-social,structure,default,artefactual_field,1,364,364,141,223,1,0.09574468,NA,0.1390135,NA,0.1349671,0.01160153,0
110,307,397,Sonntag & Zizzo (2015),"On reminder effects, drop-outs and dominance: Evidence from an online experiment on charitable giving",2015,0,pro-social,assistance,reminder,artefactual_field,1,99,66,33,33,0,0.111,NA,0.156,NA,0.1327466,0.06073956,1
54,77,90,Bamberg (2002),Effects of implementation intention on the actual performance of new environmentally friendly behaviours - Results of two field experiments,2002,0,environment,assistance,commitment,conventional_lab,1,160,160,81,79,1,0.543,NA,0.608,NA,0.1316095,0.02505804,0
53,74,357,Niven et al. (2019),Effects of health star labelling on the healthiness of adults' fast food meal selections: An experimental study,2019,0,food,information,visibility,artefactual_field,1,1007,503,252,251,0,3.68,3.887635,3.17,3.879913,0.1313,0.008,0
181,316,419,Mertens et al. (2020),"This way, please: Uncovering the directional effects of attribute translations on decision making",2020,0,environment,information,translation,artefactual_field,1,345,171,79,92,1,0.4976636,NA,0.5621891,NA,0.129374,0.02357673,0
79,111,130,Dos Santos et al. (2019),Impact of nudging intervention and factors associated with vegetable dish choice among European adolescents,2019,0,food,assistance,reminder,framed_field,0,113,113,53,60,1,0.0943,NA,0.1333,NA,0.1232334,0.03560179,0
68,96,115,Abhyankar et al. (2014),Framing options as choice or opportunity: Does the frame influence decisions?,2014,1,health,structure,default,artefactual_field,1,124,83,41,42,1,0.39,NA,0.45,NA,0.121647,0.04828891,0
101,140,161,Sharif & Shu (2021),Nudging persistence after failure through emergency reserves,2021,1,other,structure,consequence,artefactual_field,1,797,797,392,405,0,1.83,1.58,2.03,1.73,0.1206,0.005,0
204,288,326,Goswami & Urminsky (2016),When should the ask be a nudge? The effect of default amounts on charitable donations,2016,1,pro-social,structure,default,artefactual_field,1,169,169,58,111,1,0.05172414,NA,0.08108108,NA,0.1186116,0.02629201,0
98,136,157,Zarghamee et al. (2017),Nudging charitable giving: Three field experiments,2017,1,pro-social,information,visibility,artefactual_field,1,70,70,36,34,0,4.28,9.13,5.32,8.76,0.1162,0.0573,0
53,74,356,Niven et al. (2019),Effects of health star labelling on the healthiness of adults' fast food meal selections: An experimental study,2019,0,food,information,visibility,artefactual_field,1,1007,503,252,251,0,5452,2790.188,5124,2970.559,0.1138,0.008,0
104,146,167,Demarque et al. (2015),Nudging sustainable consumption: The use of descriptive norms to promote a minority behavior in a realistic online shopping environment,2015,0,environment,information,social_reference,conventional_lab,1,235,81,41,40,0,1.56,2.16,1.77,1.54,0.1117,0.0495,0
110,153,174,Sonntag & Zizzo (2015),"On reminder effects, drop-outs and dominance: Evidence from an online experiment on charitable giving",2015,0,pro-social,assistance,reminder,artefactual_field,1,102,68,34,34,0,0.091,NA,0.125,NA,0.1098634,0.05891228,1
166,234,265,Martins & Szrek (2019),The impact of the decision environment on consumer choice of mobile service plans: An experimental examination,2019,0,other,information,translation,conventional_lab,1,355,355,178,177,0,7.56,8.48,6.69,7.59,0.1081,0.0113,1
96,133,152,BETA (2018),Nudge vs superbugs: A behavioural economics trial to reduce the overprescribing of antibiotics,2018,0,health,assistance,reminder,natural_field,1,3990,2657,1338,1319,0,109.7,40.8,105.5,37.7,0.1069,0.0015,0
204,291,329,Goswami & Urminsky (2016),When should the ask be a nudge? The effect of default amounts on charitable donations,2016,1,pro-social,structure,default,artefactual_field,1,602,602,138,464,1,0.0884058,NA,0.1206897,NA,0.1058106,0.009410848,0
219,350,466,Martin & Norton (2009),Shaping online consumer choice by partitioning the web,2009,1,other,structure,composition,conventional_lab,1,124,83,42,41,1,0.84,NA,0.8,NA,0.1042615,0.04826525,1
182,255,287,Stikvoort et al. (2016),"Thou shalt not sell nature: How taboo trade-offs can make us act pro-environmentally, to clear our conscience",2016,0,environment,structure,composition,conventional_lab,1,138,138,69,69,1,0.36,NA,0.41,NA,0.1028077,0.0290238,0
209,328,443,Jin (2011),Improving response rates in web surveys with default setting: The effects of default on web survey participation and permission,2011,1,other,structure,default,artefactual_field,1,112,112,56,56,1,0.08,NA,0.11,NA,0.1026174,0.0357613,1
121,172,194,Isaksen et al. (2019),Positive framing does not solve the tragedy of the commons,2019,0,pro-social,information,translation,conventional_lab,1,48,48,32,16,0,0.18,0.34,0.21,0.16,0.1021,0.0939,0
78,108,127,Mann & Bryant (2019),"If you ask, they will come (to register and vote): Field experiments with state election agencies on encouraging voter registration",2019,1,other,assistance,reminder,natural_field,1,30247,12074,6028,6046,1,0.068,NA,0.094,NA,0.09559018,0.00033167,0
146,208,235,Loibl et al. (2018),Testing strategies to increase saving in individual development account programs,2018,1,finance,assistance,reminder,natural_field,1,302,302,123,179,1,0.683,NA,0.7265,NA,0.09542041,0.01373175,0
78,109,373,Mann & Bryant (2019),"If you ask, they will come (to register and vote): Field experiments with state election agencies on encouraging voter registration",2019,1,other,assistance,reminder,natural_field,1,769686,214960,30439,184521,1,0.046,NA,0.068,NA,0.09532464,3.83E-05,0
78,109,374,Mann & Bryant (2019),"If you ask, they will come (to register and vote): Field experiments with state election agencies on encouraging voter registration",2019,1,other,assistance,reminder,natural_field,1,769686,215183,30439,184744,1,0.046,NA,0.068,NA,0.09532464,3.83E-05,0
78,109,375,Mann & Bryant (2019),"If you ask, they will come (to register and vote): Field experiments with state election agencies on encouraging voter registration",2019,1,other,assistance,reminder,natural_field,1,769686,215371,30439,184932,1,0.046,NA,0.068,NA,0.09532464,3.83E-05,0
3,4,9,Putnam-Farr & Riis (2016),"""Yes/no/not right now"": Yes/no response formats can increase response rates even in non-forced-choice settings",2016,1,health,structure,default,natural_field,1,24863,16636,8876,7760,1,0.103,NA,0.133,NA,0.09316777,0.00024179,0
216,346,461,Sacarny et al. (2018),Effect of peer comparison letters for high-volume primary care prescribers of quetiapine in older and disabled adults: A randomized clinical trial,2018,1,health,information,social_reference,natural_field,1,5055,5055,2528,2527,0,NA,NA,NA,NA,0.0926,8.00E-04,0
161,227,256,Miller et al. (2016),The effects of pre-ordering and behavioral nudges on national school lunch program participants' food item selection,2016,1,food,assistance,commitment,framed_field,0,133,133,98,35,1,NA,NA,NA,NA,0.09257352,0.03880773,0
162,228,258,Damgaard & Gravert (2017),The hidden costs of nudging: Experimental evidence from reminders in fundraising,2017,0,pro-social,assistance,reminder,natural_field,1,17391,17391,8692,8699,1,0.0214,NA,0.0367,NA,0.09189955,0.000230247,0
78,109,128,Mann & Bryant (2019),"If you ask, they will come (to register and vote): Field experiments with state election agencies on encouraging voter registration",2019,1,other,assistance,reminder,natural_field,1,769686,215489,30439,185050,1,0.046,NA,0.067,NA,0.09133874,3.83E-05,0
47,66,78,O'Leary et al. (2015),Effectiveness and cost of bidirectional text messaging for adolescent vaccines and well care,2015,1,health,assistance,reminder,natural_field,1,4587,4587,2359,2228,1,0.103,NA,0.132,NA,0.09021821,0.000873629,0
78,108,370,Mann & Bryant (2019),"If you ask, they will come (to register and vote): Field experiments with state election agencies on encouraging voter registration",2019,1,other,assistance,reminder,natural_field,1,30247,12073,6028,6045,1,0.068,NA,0.092,NA,0.08870381,0.000331644,0
97,134,154,Thunstrom et al. (2018),Nudges that hurt those already hurting: Distributional and unintended effects of salience nudges,2018,1,other,assistance,reminder,conventional_lab,1,410,341,165,176,0,2.189,2.195,1.99,2.317,0.0881,0.0118,0
139,198,225,Thorndike et al. (2016),Social norms and financial incentives to promote employees' healthy food choices: A randomized controlled trial,2016,1,food,information,social_reference,framed_field,1,1711,1711,858,853,0,0.1,NA,1.8,NA,0.0877,0.0023,0
57,80,93,Hu et al. (2018),Engaging scientists in science communication: The effect of social proof and meaning,2018,0,other,information,social_reference,framed_field,1,2946,2946,1454,1492,1,0.01031637,NA,0.02077748,NA,0.08580572,0.001359249,0
62,88,102,Tasoff & Letzler (2014),Everyone believes in redemption: Nudges and overoptimism in costly task completion,2014,1,finance,information,social_reference,conventional_lab,1,310,193,139,54,1,0.31,NA,0.35,NA,0.08510364,0.02573153,0
192,266,426,Milkman et al. (2011),Using implementation intentions prompts to enhance influenza vaccination rates,2011,1,health,assistance,commitment,natural_field,1,3272,2538,1268,1270,1,0.331,NA,0.371,NA,0.08383947,0.00157743,0
140,199,226,Korn et al. (2018),Social nudging: The effect of social feedback interventions on vaccine uptake,2018,0,health,structure,consequence,conventional_lab,1,288,288,144,144,1,0.49,NA,0.53,NA,0.08003739,0.01390001,0
152,215,242,Liu et al. (2016),The dark side of positive social influence,2016,0,health,assistance,reminder,natural_field,1,3677,3677,1910,1767,1,0.058,NA,0.078,NA,0.07965262,0.001090354,0
16,19,28,Lofgren et al. (2012),Are experienced people affected by a pre-set default option: Results from a field experiment,2012,0,environment,structure,default,natural_field,1,240,160,80,80,1,0.393,NA,0.432,NA,0.07924523,0.02501962,1
94,130,149,Barnes et al. (2021),More intelligent designs: Comparing the effectiveness of choice architectures in US health insurance marketplaces,2021,1,finance,information,visibility,artefactual_field,1,2149,2149,1072,1077,1,0.325,NA,0.361,NA,0.0758597,0.00186268,0
78,108,371,Mann & Bryant (2019),"If you ask, they will come (to register and vote): Field experiments with state election agencies on encouraging voter registration",2019,1,other,assistance,reminder,natural_field,1,30247,12108,6028,6080,1,0.068,NA,0.086,NA,0.0676294,0.000330555,0
78,108,372,Mann & Bryant (2019),"If you ask, they will come (to register and vote): Field experiments with state election agencies on encouraging voter registration",2019,1,other,assistance,reminder,natural_field,1,30247,12076,6028,6048,1,0.068,NA,0.086,NA,0.0676294,0.000331426,0
123,175,197,Junger et al. (2017),Priming and warnings are not effective to prevent social engineering attacks,2017,0,other,assistance,reminder,framed_field,1,184,184,96,88,1,0.7672623,NA,0.7383333,NA,0.06708616,0.02179253,0
33,46,347,BETA (2019),Credit when it's due,2019,0,finance,assistance,reminder,natural_field,1,16030,8009,4001,4008,0,551,1759,673,2109,0.06282009,0.00049968,0
79,112,131,Dos Santos et al. (2019),Impact of nudging intervention and factors associated with vegetable dish choice among European adolescents,2019,0,food,assistance,reminder,framed_field,0,84,84,42,42,1,0.1667,NA,0.1905,NA,0.0621694,0.04764205,0
29,34,344,Bhanot (2017),Cheap promises: Evidence from loan repayment pledges in an online experiment,2017,1,finance,assistance,commitment,natural_field,1,2787,1417,729,688,1,0.78,NA,0.805,NA,0.06167479,0.002826573,1
200,278,315,Capraro et al. (2018),What's the right thing to do? Increasing pro-sociality with simple moral nudges,2018,1,pro-social,assistance,reminder,artefactual_field,1,600,600,300,300,0,30.9,110.3864,36.8,79.05611,0.0615,0.0067,1
141,201,228,Hallsworth et al. (2015),Stating appointment costs in SMS reminders reduces missed hospital appointments: Findings from two randomised controlled trials,2015,0,health,information,translation,natural_field,1,5014,5014,2461,2553,1,0.082,NA,0.099,NA,0.05931666,0.000798386,0
128,180,203,D'Adda et al. (2017),"Push, don't nudge: Behavioral spillovers and policy instruments",2017,1,pro-social,structure,default,artefactual_field,1,445,292,130,162,0,5.338,5.361,5.642,4.944,0.0592,0.0139,0
86,120,139,De Wild et al. (2015),Influence of choice on vegetable intake in chrildren: An in-home study,2015,0,food,structure,composition,framed_field,0,70,70,36,34,0,52.1,35,54.2,36,0.0592,0.0572,0
183,256,288,Gopalan et al. (2014),Translating the hemoglobin A1C with more easily understood feedback: A randomized controlled trial,2014,1,health,information,translation,framed_field,1,177,119,58,61,0,-0.74,2.817836,-0.89,2.343075,0.058,0.0336,0
181,254,286,Mertens et al. (2020),"This way, please: Uncovering the directional effects of attribute translations on decision making",2020,0,environment,information,translation,artefactual_field,1,356,183,104,79,1,0.5053667,NA,0.534279,NA,0.05787821,0.02228277,0
4,6,13,Bacon & Krpan (2018),(Not) eating for the environment: The impact of restaurant menu design on vegetarian food choice,2018,0,food,information,social_reference,artefactual_field,1,565,379,194,185,1,0.13,NA,0.15,NA,0.05767286,0.01056443,0
1,2,6,Zikmund-Fisher et al. (2011),"""I'll do what they did"": Social norm information and cancer treatment decisions.",2011,1,health,information,social_reference,artefactual_field,1,1077,718,359,359,1,0.461,NA,0.489,NA,0.05607753,0.005573221,1
72,101,368,Van Kleef et al. (2012),Healthy snacks at the checkout counter: A lab and field study on the impact of shelf arrangement and assortment structure on consumer choice,2012,0,food,structure,effort,conventional_lab,1,158,158,79,79,1,0.2785,NA,0.3038,NA,0.05570276,0.02532627,0
143,203,230,Castleman & Page (2015),Summer nudging: Can personalized text messages and peer mentor outreach increase college going among low-income high school graduates?,2015,1,other,assistance,reminder,natural_field,1,2920,2920,1466,1454,1,0.718,NA,0.742,NA,0.05407088,0.001370387,1
104,146,389,Demarque et al. (2015),Nudging sustainable consumption: The use of descriptive norms to promote a minority behavior in a realistic online shopping environment,2015,0,environment,information,social_reference,conventional_lab,1,235,80,41,39,0,1.56,2.16,1.67,1.9,0.054,0.05,0
192,266,302,Milkman et al. (2011),Using implementation intentions prompts to enhance influenza vaccination rates,2011,1,health,assistance,commitment,natural_field,1,3272,2002,1268,734,1,0.331,NA,0.356,NA,0.05265332,0.002151734,0
158,222,251,Lalor & Hailey (1989),The effects of message framing and feelings of susceptibility to breast cancer on reported frequency of breast self-examination,1989,1,health,information,translation,conventional_lab,1,24,24,12,12,0,1.92,1.24,2,1.86,0.0506,0.1667,1
53,74,86,Niven et al. (2019),Effects of health star labelling on the healthiness of adults' fast food meal selections: An experimental study,2019,0,food,information,visibility,artefactual_field,1,1007,505,252,253,0,5452,2790.188,5306,2982.37,0.0506,0.0079,0
15,18,27,BIT (2013),Applying behavioural insights to organ donation: Preliminary results from a randomised controlled trial,2013,0,pro-social,information,visibility,natural_field,1,813990,271330,135665,135665,1,0.02308315,NA,0.03124945,NA,0.05037393,1.47E-05,1
204,289,327,Goswami & Urminsky (2016),When should the ask be a nudge? The effect of default amounts on charitable donations,2016,1,pro-social,structure,default,artefactual_field,1,487,487,95,392,1,0.06842106,NA,0.08163265,NA,0.05019777,0.01307992,0
29,34,343,Bhanot (2017),Cheap promises: Evidence from loan repayment pledges in an online experiment,2017,1,finance,assistance,commitment,natural_field,1,2787,1404,729,675,1,0.78,NA,0.8,NA,0.04911531,0.002854083,1
120,170,192,Coventry et al. (2016),Personality and social framing in privacy decision-making: A study on cookie acceptance,2016,0,other,information,social_reference,framed_field,1,290,182,88,94,1,0.78,NA,0.8,NA,0.04911531,0.02200856,0
94,131,150,Barnes et al. (2021),More intelligent designs: Comparing the effectiveness of choice architectures in US health insurance marketplaces,2021,1,finance,assistance,reminder,artefactual_field,1,2397,2397,1208,1189,1,0.465,NA,0.489,NA,0.04805552,0.001669339,0
29,34,341,Bhanot (2017),Cheap promises: Evidence from loan repayment pledges in an online experiment,2017,1,finance,assistance,commitment,natural_field,1,2787,1417,729,688,1,0.56,NA,0.591,NA,0.04659727,0.002825997,1
173,243,275,Rodriguez & Saavedra (2019),The persistent effects of youth savings reminders: Experimental evidence from text-message campaigns in Colombia,2019,0,finance,assistance,reminder,natural_field,0,7795,5375,2780,2595,0,11.9196,519.8261,30.39553,291.8809,0.043441,0.000745,0
166,234,264,Martins & Szrek (2019),The impact of the decision environment on consumer choice of mobile service plans: An experimental examination,2019,0,other,information,translation,conventional_lab,1,355,355,178,177,1,0.31,NA,0.33,NA,0.0428794,0.01127028,1
141,200,227,Hallsworth et al. (2015),Stating appointment costs in SMS reminders reduces missed hospital appointments: Findings from two randomised controlled trials,2015,0,health,structure,effort,natural_field,1,5125,5125,2566,2559,1,0.111,NA,0.098,NA,0.04251569,0.000780666,0
1,295,3,Zikmund-Fisher et al. (2011),"""I'll do what they did"": Social norm information and cancer treatment decisions.",2011,1,health,information,social_reference,artefactual_field,1,1119,746,373,373,1,0.269,NA,0.251,NA,0.04104194,0.005363059,1
140,199,407,Korn et al. (2018),Social nudging: The effect of social feedback interventions on vaccine uptake,2018,0,health,information,social_reference,conventional_lab,1,288,288,96,192,1,0.5,NA,0.52,NA,0.04001067,0.01562778,0
173,243,413,Rodriguez & Saavedra (2019),The persistent effects of youth savings reminders: Experimental evidence from text-message campaigns in Colombia,2019,0,finance,assistance,reminder,natural_field,0,7795,5200,2780,2420,0,11.9196,519.8261,32.89505,553.0142,0.039168,0.000773,0
