UID,Study_ID,Dependent_Variable,Study ,Short_name,Publication_Year,Effect_size,Standard_error,Lower_CI,Upper_CI,Sample_size,Covariates ,T_value,PCC,Standardised_effect_size,Standarised_se,var,Precision,Standardised_T,weights,Control_gender,Control_race,Control_income,Control_education,Homicide,Violent,Non_Violent,Both,Area_dummy,OLS,ML,Odds_Ratio,Panel_dummy,Endogeneity,North_America,Europe,Direct_Lead_Measure,Rep_estimate,Elasticity,Elasticity_SE
282,8,Homicide,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.42,,,,29,1,,0.42,0.447692024,0.17798012,0.031676923,5.618605048,2.35981412,31.56872268,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,,
283,8,Homicide,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.58,,,,29,1,,0.58,0.662462707,0.159759435,0.025523077,6.259411239,3.630458518,39.18022905,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,,
284,8,Homicide,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.67,,,,29,1,,0.67,0.810743125,0.145588989,0.021196154,6.868651289,4.601996364,47.17837053,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,,
285,8,Homicide,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.71,,,,29,1,,0.71,0.887183863,0.138105311,0.019073077,7.240851151,5.141004317,52.42992539,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,,
286,8,Homicide,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.75,,,,29,1,,0.75,0.972955075,0.12971863,0.016826923,7.708992893,5.78174467,59.42857143,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,,
287,8,Homicide,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.73,,,,29,1,,0.73,0.928727364,0.134035013,0.017965385,7.460737163,5.446338129,55.66259902,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,,
288,8,Homicide,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.72,,,,29,1,,0.72,0.907644983,0.136099511,0.018523077,7.347564968,5.290246777,53.98671096,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,,
289,8,Homicide,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.69,,,,29,1,,0.69,0.847955755,0.141950696,0.02015,7.044699537,4.86084268,49.62779156,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,,
290,8,Homicide,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.69,,,,29,1,,0.69,0.847955755,0.141950696,0.02015,7.044699537,4.86084268,49.62779156,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,,
291,8,Homicide,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.71,,,,29,1,,0.71,0.887183863,0.138105311,0.019073077,7.240851151,5.141004317,52.42992539,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,,
292,8,Homicide,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.74,,,,29,1,,0.74,0.950479381,0.13190906,0.0174,7.580980436,5.609925522,57.47126437,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,,
293,8,Homicide,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.75,,,,29,1,,0.75,0.972955075,0.12971863,0.016826923,7.708992893,5.78174467,59.42857143,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,,
294,9,Property crime,"Lersch, K. M., & Hart, T. C. (2014). Environmental Justice, Lead, and Crime: Exploring the Spatial Distribution and Impact of Industrial Facilities in Hillsborough County, Florida. Sociological Spectrum. https://doi.org/10.1080/02732173.2014.857184",Lersch & Hart (2014),2014,1.58,2.05,,,318,5,0.770731707,0.043523051,0.043550564,0.056469782,0.003188836,17.70858626,0.770731707,313.5940274,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,,
295,9,Violent crime,"Lersch, K. M., & Hart, T. C. (2014). Environmental Justice, Lead, and Crime: Exploring the Spatial Distribution and Impact of Industrial Facilities in Hillsborough County, Florida. Sociological Spectrum. https://doi.org/10.1080/02732173.2014.857184",Lersch & Hart (2014),2014,1.03,1.38,,,318,5,0.746376812,0.042150219,0.042175207,0.056473109,0.003189212,17.70754298,0.746376812,313.5570783,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,,
296,10,Incarceration,"Manduca, R., & Sampson, R. J. (2019). Punishing and toxic neighborhood environments independently predict the intergenerational social mobility of black and white children. PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA, 116(16), 7772–7777. https://doi.org/10.1073/pnas.1820464116, online appendix https://www.pnas.org/content/pnas/suppl/2019/03/27/1820464116.DCSupplemental/pnas.1820464116.sapp.pdf",Manduca & Sampson (2019),2019,0.2,0.097382836,,,402,10,2.05375,0.103176439,0.103544913,0.050238072,0.002523864,19.90522266,2.05375,396.2178891,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,,
297,10,Incarceration,"Manduca, R., & Sampson, R. J. (2019). Punishing and toxic neighborhood environments independently predict the intergenerational social mobility of black and white children. PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA, 116(16), 7772–7777. https://doi.org/10.1073/pnas.1820464116, online appendix https://www.pnas.org/content/pnas/suppl/2019/03/27/1820464116.DCSupplemental/pnas.1820464116.sapp.pdf",Manduca & Sampson (2019),2019,0.13,0.092522081,,,402,10,1.40507,0.07078872,0.070907318,0.05038092,0.002538237,19.84878388,1.40507,393.9742217,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,,
298,11,All violent crimes,"Masters, R. D., Hone, B., Doshi, A., Hone, B., & Doshi, A. (1998). ENVIRONMENTAL POLLUTION, NEUROTOXICITY, AND CRIMINAL VIOLENCE. 23–58. https://doi.org/10.1201/9781482287400-8",Masters et al. (1998),1998,40.8,8.7366,,,3141,17,4.670008928,0.083262901,0.083456118,0.017829281,0.000317883,56.08751183,4.670008928,3145.808983,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,,
299,11,Property crimes,"Masters, R. D., Hone, B., Doshi, A., Hone, B., & Doshi, A. (1998). ENVIRONMENTAL POLLUTION, NEUROTOXICITY, AND CRIMINAL VIOLENCE. 23–58. https://doi.org/10.1201/9781482287400-8",Masters et al. (1998),1998,134.5,47.02797,,,3141,17,2.860000123,0.051102568,0.051147122,0.01786803,0.000319266,55.9658789,2.860000123,3132.179601,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,,
300,11,Aggravated assault,"Masters, R. D., Hone, B., Doshi, A., Hone, B., & Doshi, A. (1998). ENVIRONMENTAL POLLUTION, NEUROTOXICITY, AND CRIMINAL VIOLENCE. 23–58. https://doi.org/10.1201/9781482287400-8",Masters et al. (1998),1998,18.49,6.77,,,3141,17,2.731166913,0.048806185,0.048844993,0.017870085,0.00031934,55.95944311,2.731166913,3131.459273,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,,
301,12,Homicide,"McCall, P. L., & Land, K. C. (2004). Trends in environmental lead exposure and troubled youth, 1960-1995: an age-period-cohort-characteristic analysis. SOCIAL SCIENCE RESEARCH, 33(2), 339–359. https://doi.org/10.1016/j.ssresearch.2003.06.002",McCall & Land (2004),2004,-0.01,0.026809651,,,32,12,-0.373,-0.083116738,-0.083308936,0.222833077,0.04965458,4.487664092,-0.373,20.139129,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,,
302,12,Homicide,"McCall, P. L., & Land, K. C. (2004). Trends in environmental lead exposure and troubled youth, 1960-1995: an age-period-cohort-characteristic analysis. SOCIAL SCIENCE RESEARCH, 33(2), 339–359. https://doi.org/10.1016/j.ssresearch.2003.06.002",McCall & Land (2004),2004,0.004,0.01793722,,,32,12,0.223,0.049802439,0.049843675,0.223329322,0.049875986,4.477692374,0.223,20.049729,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,,
303,13,Aggravated assault,"Mielke, H. W., & Zahran, S. (2012). The urban rise and fall of air lead (Pb) and the latent surge and retreat of societal violence. ENVIRONMENT INTERNATIONAL, 43, 48–55. https://doi.org/10.1016/j.envint.2012.03.004",Mielke & Zahran (2012),2012,0.468,0.0443,,,205,2,10.56433409,0.5956062,0.686309925,0.056378963,0.003178587,17.73711235,10.56433409,314.6051547,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.468,0.0443
304,13,Aggravated assault,"Mielke, H. W., & Zahran, S. (2012). The urban rise and fall of air lead (Pb) and the latent surge and retreat of societal violence. ENVIRONMENT INTERNATIONAL, 43, 48–55. https://doi.org/10.1016/j.envint.2012.03.004",Mielke & Zahran (2012),2012,0.585,0.0633,,,198,5,9.241706161,0.553873284,0.623951478,0.05993193,0.003591836,16.68559657,9.241706161,278.4091328,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.585,0.0633
305,13,Aggravated assault,"Mielke, H. W., & Zahran, S. (2012). The urban rise and fall of air lead (Pb) and the latent surge and retreat of societal violence. ENVIRONMENT INTERNATIONAL, 43, 48–55. https://doi.org/10.1016/j.envint.2012.03.004",Mielke & Zahran (2012),2012,0.6,0.0745,,,205,8,8.053691275,0.497689851,0.546230672,0.06179649,0.003818806,16.1821489,8.053691275,261.8619432,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.6,0.0745
306,13,Aggravated assault,"Mielke, H. W., & Zahran, S. (2012). The urban rise and fall of air lead (Pb) and the latent surge and retreat of societal violence. ENVIRONMENT INTERNATIONAL, 43, 48–55. https://doi.org/10.1016/j.envint.2012.03.004",Mielke & Zahran (2012),2012,0.458,0.0927,,,198,11,4.940668824,0.339799524,0.353865867,0.068776017,0.004730141,14.53995215,4.940668824,211.4102084,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0.458,0.0927
307,14,Delinquency,"Needleman, H. L., McFarland, C., Ness, R. B., Fienberg, S. E., & Tobin, M. J. (2002). Bone lead levels in adjudicated delinquents - A case control study. NEUROTOXICOLOGY AND TERATOLOGY, 24(6), 711–717. https://doi.org/10.1016/S0892-0362(02)00269-6",Needleman et al. (2002),2002,4,0.528181855,1.4,11.1,345,6,,0.356973756,0.373413391,0.118676425,0.014084094,8.426273348,3.007958448,71.00208254,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,,
308,14,Delinquency,"Needleman, H. L., McFarland, C., Ness, R. B., Fienberg, S. E., & Tobin, M. J. (2002). Bone lead levels in adjudicated delinquents - A case control study. NEUROTOXICOLOGY AND TERATOLOGY, 24(6), 711–717. https://doi.org/10.1016/S0892-0362(02)00269-6",Needleman et al. (2002),2002,3.7,0.532910968,1.3,10.5,345,10,,0.339269737,0.353267045,0.122285172,0.014953663,8.177606349,2.774414355,66.8732456,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,,
309,14,Delinquency,"Needleman, H. L., McFarland, C., Ness, R. B., Fienberg, S. E., & Tobin, M. J. (2002). Bone lead levels in adjudicated delinquents - A case control study. NEUROTOXICOLOGY AND TERATOLOGY, 24(6), 711–717. https://doi.org/10.1016/S0892-0362(02)00269-6",Needleman et al. (2002),2002,3.6,0.615890072,1.1,12.3,209,5,,0.332959928,0.346153568,0.142343451,0.020261658,7.025261752,2.339130648,49.35430269,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,,
310,14,Delinquency,"Needleman, H. L., McFarland, C., Ness, R. B., Fienberg, S. E., & Tobin, M. J. (2002). Bone lead levels in adjudicated delinquents - A case control study. NEUROTOXICOLOGY AND TERATOLOGY, 24(6), 711–717. https://doi.org/10.1016/S0892-0362(02)00269-6",Needleman et al. (2002),2002,3.8,0.635830065,1.1,13.3,209,8,,0.345367607,0.360174361,0.144870349,0.020987418,6.902723761,2.383977184,47.64759531,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,,
311,14,Delinquency,"Needleman, H. L., McFarland, C., Ness, R. B., Fienberg, S. E., & Tobin, M. J. (2002). Bone lead levels in adjudicated delinquents - A case control study. NEUROTOXICOLOGY AND TERATOLOGY, 24(6), 711–717. https://doi.org/10.1016/S0892-0362(02)00269-6",Needleman et al. (2002),2002,2.6,0.742020637,0.6,11,131,5,,0.254712733,0.260446095,0.184968917,0.0342135,5.406313761,1.377056954,29.22822848,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,,
312,14,Delinquency,"Needleman, H. L., McFarland, C., Ness, R. B., Fienberg, S. E., & Tobin, M. J. (2002). Bone lead levels in adjudicated delinquents - A case control study. NEUROTOXICOLOGY AND TERATOLOGY, 24(6), 711–717. https://doi.org/10.1016/S0892-0362(02)00269-6",Needleman et al. (2002),2002,2.2,0.764217417,0.5,10,131,8,,0.212390789,0.215673753,0.196574786,0.038641647,5.087122404,1.080457941,25.87881436,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,,
313,15,"Assault per 100,000 pop","Nevin, R. (2000). How lead exposure relates to temporal changes in IQ, violent crime, and unwed pregnancy. ENVIRONMENTAL RESEARCH, 83(1), 1–22. https://doi.org/10.1006/enrs.1999.4044",Nevin (2000),2000,327.41,19.29,,,25,2,16.97304303,0.962322727,1.976413519,0.056697124,0.003214564,17.6375789,16.97304303,311.0841896,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,,
314,15,"All violent crime per 100,000 pop","Nevin, R. (2000). How lead exposure relates to temporal changes in IQ, violent crime, and unwed pregnancy. ENVIRONMENTAL RESEARCH, 83(1), 1–22. https://doi.org/10.1006/enrs.1999.4044",Nevin (2000),2000,4683.36,324.21,,,25,2,14.44545202,0.94906339,1.822261149,0.065699806,0.004316464,15.22074519,14.44545202,231.6710841,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,,
315,15,"Rape per 100,000 pop","Nevin, R. (2000). How lead exposure relates to temporal changes in IQ, violent crime, and unwed pregnancy. ENVIRONMENTAL RESEARCH, 83(1), 1–22. https://doi.org/10.1006/enrs.1999.4044",Nevin (2000),2000,29.9,2.33,,,25,2,12.83261803,0.93672217,1.710608597,0.072995407,0.005328329,13.69949216,12.83261803,187.6760854,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,,
316,15,"Robbery per 100,000 pop","Nevin, R. (2000). How lead exposure relates to temporal changes in IQ, violent crime, and unwed pregnancy. ENVIRONMENTAL RESEARCH, 83(1), 1–22. https://doi.org/10.1006/enrs.1999.4044",Nevin (2000),2000,181.36,19.31,,,25,2,9.392024858,0.890608954,1.424862609,0.094826086,0.008991987,10.54562141,9.392024858,111.2101309,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,,
317,15,Homicide,"Nevin, R. (2000). How lead exposure relates to temporal changes in IQ, violent crime, and unwed pregnancy. ENVIRONMENTAL RESEARCH, 83(1), 1–22. https://doi.org/10.1006/enrs.1999.4044",Nevin (2000),2000,5.98,0.66,,,25,2,9.060606061,0.883826633,1.392988407,0.097546083,0.009515238,10.25156487,9.060606061,105.0945822,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,,
318,15,Homicide,"Nevin, R. (2000). How lead exposure relates to temporal changes in IQ, violent crime, and unwed pregnancy. ENVIRONMENTAL RESEARCH, 83(1), 1–22. https://doi.org/10.1006/enrs.1999.4044",Nevin (2000),2000,4.74,0.62,,,25,2,7.64516129,0.847120381,1.245866173,0.110804776,0.012277698,9.024881781,7.64516129,81.44849116,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,,
319,16,Index of all crime,"Nevin, R. (2007). Understanding international crime trends: The legacy of preschool lead exposure. ENVIRONMENTAL RESEARCH, 104(3), 315–336. https://doi.org/10.1016/j.envres.2007.02.008",Nevin (2007),2007,740.55,25.22,,,47,2,29.36360032,0.97488357,2.182371253,0.03320041,0.001102267,30.12010995,29.36360032,907.2210236,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,,
320,16,Index of all crime,"Nevin, R. (2007). Understanding international crime trends: The legacy of preschool lead exposure. ENVIRONMENTAL RESEARCH, 104(3), 315–336. https://doi.org/10.1016/j.envres.2007.02.008",Nevin (2007),2007,287.71,14.37,,,309,10,20.02157272,0.75681818,0.988725102,0.037800136,0.00142885,26.454931,20.02157272,699.8633742,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,
321,16,Assault,"Nevin, R. (2007). Understanding international crime trends: The legacy of preschool lead exposure. ENVIRONMENTAL RESEARCH, 104(3), 315–336. https://doi.org/10.1016/j.envres.2007.02.008",Nevin (2007),2007,36.62,1.47,,,43,2,24.91156463,0.968518309,2.067815129,0.038878261,0.001511519,25.72131513,24.91156463,661.5860521,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,,
322,16,Rape,"Nevin, R. (2007). Understanding international crime trends: The legacy of preschool lead exposure. ENVIRONMENTAL RESEARCH, 104(3), 315–336. https://doi.org/10.1016/j.envres.2007.02.008",Nevin (2007),2007,1.39,0.06,,,113,4,23.16666667,0.911695949,1.537480036,0.039353782,0.00154872,25.41051838,23.16666667,645.6944444,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,,
323,16,Robbery,"Nevin, R. (2007). Understanding international crime trends: The legacy of preschool lead exposure. ENVIRONMENTAL RESEARCH, 104(3), 315–336. https://doi.org/10.1016/j.envres.2007.02.008",Nevin (2007),2007,7.42,0.39,,,220,8,19.02564103,0.794132196,1.082521246,0.041740102,0.001742236,23.9577757,19.02564103,573.9750164,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,,
324,16,Burglary,"Nevin, R. (2007). Understanding international crime trends: The legacy of preschool lead exposure. ENVIRONMENTAL RESEARCH, 104(3), 315–336. https://doi.org/10.1016/j.envres.2007.02.008",Nevin (2007),2007,83.33,4.56,,,229,9,18.27412281,0.77643263,1.036324846,0.042488093,0.001805238,23.5360057,18.27412281,553.9435644,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,,
325,16,Violent and sexual assualt,"Nevin, R. (2007). Understanding international crime trends: The legacy of preschool lead exposure. ENVIRONMENTAL RESEARCH, 104(3), 315–336. https://doi.org/10.1016/j.envres.2007.02.008",Nevin (2007),2007,44.69,2.06,,,41,2,21.69417476,0.960976054,1.958511081,0.044296502,0.00196218,22.57514603,21.69417476,509.6372184,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,,
326,16,Burglary,"Nevin, R. (2007). Understanding international crime trends: The legacy of preschool lead exposure. ENVIRONMENTAL RESEARCH, 104(3), 315–336. https://doi.org/10.1016/j.envres.2007.02.008",Nevin (2007),2007,75.81,4.08,,,169,6,18.58088235,0.824191225,1.169747552,0.044356948,0.001967539,22.54438265,18.58088235,508.249189,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,,
327,16,Index of all crime,"Nevin, R. (2007). Understanding international crime trends: The legacy of preschool lead exposure. ENVIRONMENTAL RESEARCH, 104(3), 315–336. https://doi.org/10.1016/j.envres.2007.02.008",Nevin (2007),2007,675.41,31.42,,,44,3,21.49618078,0.958385604,1.925714783,0.044583994,0.001987733,22.42957396,21.49618078,503.085788,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,,
328,16,Index of all crime,"Nevin, R. (2007). Understanding international crime trends: The legacy of preschool lead exposure. ENVIRONMENTAL RESEARCH, 104(3), 315–336. https://doi.org/10.1016/j.envres.2007.02.008",Nevin (2007),2007,1053.89,49.42,,,33,2,21.325172,0.967565432,2.05266374,0.045371987,0.002058617,22.04003087,21.325172,485.7629606,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,,
329,16,Robbery,"Nevin, R. (2007). Understanding international crime trends: The legacy of preschool lead exposure. ENVIRONMENTAL RESEARCH, 104(3), 315–336. https://doi.org/10.1016/j.envres.2007.02.008",Nevin (2007),2007,7.47,0.43,,,190,7,17.37209302,0.788997254,1.068769701,0.045417513,0.00206275,22.0179385,17.37209302,484.789616,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,,
330,16,Assault,"Nevin, R. (2007). Understanding international crime trends: The legacy of preschool lead exposure. ENVIRONMENTAL RESEARCH, 104(3), 315–336. https://doi.org/10.1016/j.envres.2007.02.008",Nevin (2007),2007,17.19,0.84,,,43,2,20.46428571,0.954373236,1.878665171,0.046636039,0.00217492,21.44264419,20.46428571,459.7869898,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,,
331,16,Assault,"Nevin, R. (2007). Understanding international crime trends: The legacy of preschool lead exposure. ENVIRONMENTAL RESEARCH, 104(3), 315–336. https://doi.org/10.1016/j.envres.2007.02.008",Nevin (2007),2007,22.25,1.2,,,100,4,18.54166667,0.884146871,1.394453573,0.047684326,0.002273795,20.97125182,18.54166667,439.7934028,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,,
332,16,Index of all crime,"Nevin, R. (2007). Understanding international crime trends: The legacy of preschool lead exposure. ENVIRONMENTAL RESEARCH, 104(3), 315–336. https://doi.org/10.1016/j.envres.2007.02.008",Nevin (2007),2007,148.97,7.46,,,33,2,19.9691689,0.963259056,1.989234697,0.048237313,0.002326838,20.73083951,19.9691689,429.7677066,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,,
333,16,Rape,"Nevin, R. (2007). Understanding international crime trends: The legacy of preschool lead exposure. ENVIRONMENTAL RESEARCH, 104(3), 315–336. https://doi.org/10.1016/j.envres.2007.02.008",Nevin (2007),2007,1.57,0.08,,,43,2,19.625,0.950677458,1.838775392,0.048442163,0.002346643,20.64317381,19.625,426.140625,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,,
334,16,Robbery,"Nevin, R. (2007). Understanding international crime trends: The legacy of preschool lead exposure. ENVIRONMENTAL RESEARCH, 104(3), 315–336. https://doi.org/10.1016/j.envres.2007.02.008",Nevin (2007),2007,7.49,0.5,,,190,8,14.98,0.743078593,0.957318953,0.049604712,0.002460627,20.15937499,14.98,406.4004,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,,
335,16,Robbery,"Nevin, R. (2007). Understanding international crime trends: The legacy of preschool lead exposure. ENVIRONMENTAL RESEARCH, 104(3), 315–336. https://doi.org/10.1016/j.envres.2007.02.008",Nevin (2007),2007,7.88,0.58,,,220,2,13.5862069,0.67712589,0.823787167,0.049839215,0.002483947,20.06452137,13.5862069,402.5850178,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,,
336,16,Index of all crime,"Nevin, R. (2007). Understanding international crime trends: The legacy of preschool lead exposure. ENVIRONMENTAL RESEARCH, 104(3), 315–336. https://doi.org/10.1016/j.envres.2007.02.008",Nevin (2007),2007,176.26,22.67,,,309,2,7.775033083,0.405604203,0.430338552,0.052167521,0.00272145,19.16901509,7.775033083,367.4511394,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,,
337,16,Robbery,"Nevin, R. (2007). Understanding international crime trends: The legacy of preschool lead exposure. ENVIRONMENTAL RESEARCH, 104(3), 315–336. https://doi.org/10.1016/j.envres.2007.02.008",Nevin (2007),2007,7.64,0.59,,,190,2,12.94915254,0.686611839,0.841517207,0.053023689,0.002811512,18.859495,12.94915254,355.6805516,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,,
338,16,Burglary,"Nevin, R. (2007). Understanding international crime trends: The legacy of preschool lead exposure. ENVIRONMENTAL RESEARCH, 104(3), 315–336. https://doi.org/10.1016/j.envres.2007.02.008",Nevin (2007),2007,132.38,7.65,,,31,2,17.30457516,0.954832995,1.883846605,0.055178066,0.003044619,18.12314326,17.30457516,328.4483216,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,,
339,16,Violent and sexual assualt,"Nevin, R. (2007). Understanding international crime trends: The legacy of preschool lead exposure. ENVIRONMENTAL RESEARCH, 104(3), 315–336. https://doi.org/10.1016/j.envres.2007.02.008",Nevin (2007),2007,46.66,2.93,,,67,4,15.92491468,0.894993054,1.446471975,0.056200807,0.003158531,17.79333885,15.92491468,316.6029074,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,,
340,16,Burglary,"Nevin, R. (2007). Understanding international crime trends: The legacy of preschool lead exposure. ENVIRONMENTAL RESEARCH, 104(3), 315–336. https://doi.org/10.1016/j.envres.2007.02.008",Nevin (2007),2007,53.91,4.44,,,169,7,12.14189189,0.69025297,0.848438775,0.056848881,0.003231795,17.59049569,12.14189189,309.4255387,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,,
341,16,Murder,"Nevin, R. (2007). Understanding international crime trends: The legacy of preschool lead exposure. ENVIRONMENTAL RESEARCH, 104(3), 315–336. https://doi.org/10.1016/j.envres.2007.02.008",Nevin (2007),2007,0.114,0.011,,,209,7,10.36363636,0.589180726,0.676410251,0.056850772,0.00323201,17.58991071,10.36363636,309.4049587,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,,
